facility_id,facility_type,facility_name,latitude,longitude,country,status,capacity,coordinate_accuracy
L100000102141,coal_power,Dhardai power station,21.878943,82.451606,India,cancelled,1200.0,approximate
L100000102142,coal_power,Dongamahua Captive Power Plant,22.1279449,83.5359192,India,operating,840.0,exact
L100000102143,coal_power,Dr. Shyama Prasad Mukherjee Thermal Power Station,22.368196,82.721986,India,operating,500.0,exact
L100000102144,coal_power,Gare Pelma power station,22.1525,83.352778,India,cancelled,2640.0,exact
L100000102145,coal_power,Godhna power station,21.826445,82.604828,India,pre-permit,2400.0,approximate
L100000102146,coal_power,Gorra Thermal Power Plant,21.89304,83.393583,India,cancelled,540.0,approximate
L100000102147,coal_power,Hamirpur power station,22.393333,83.521944,India,cancelled,600.0,exact
L100000102148,coal_power,Hasdeo Thermal Power Station,22.412536,82.682187,India,operating,2660.0,exact
L100000102149,coal_power,Hathneora Captive Power Plant,22.003538,82.6689,India,operating,662.5,exact
L100000102150,coal_power,IFFCO-CSPGCL Thermal Power Project,22.920278,82.776944,India,cancelled,1320.0,exact
L100000102151,coal_power,Jagdalpur Steel captive power station,19.093632,82.169194,India,cancelled,250.0,approximate
L100000102152,coal_power,Kasaipalli power station,22.38895,82.5549,India,operating,270.0,exact
L100000102153,coal_power,Katghora power station,22.489779,82.60618,India,operating,35.0,exact
L100000102154,coal_power,Khamhar power station,21.92771,83.339957,India,cancelled,1440.0,exact
L100000102155,coal_power,Korba Essar power station,22.35,82.683,India,cancelled,1000.0,approximate
L100000102156,coal_power,Korba South Thermal Power Project,22.367321,82.760328,India,cancelled,1000.0,approximate
L100000102157,coal_power,Korba Super Thermal Power Station (NTPC),22.3874221,82.6818961,India,operating,2600.0,exact
L100000102158,coal_power,Korba Thermal power station,22.383369,82.719496,India,retired,440.0,exact
L100000102159,coal_power,KSK Mahanadi Power Project,21.960296,82.409064,India,operating,3600.0,exact
L100000102160,coal_power,KSK Narmada Power Project,22.749905,82.572849,India,cancelled,1800.0,approximate
L100000102161,coal_power,Kukurda power station,21.8475,83.54,India,cancelled,1320.0,approximate
L100000102162,coal_power,Korba Power Thermal Power Plant (Adani),22.2454,82.7246,India,operating,3520.0,exact
L100000102164,coal_power,Lara Integrated Thermal Power Project,21.757661,83.457545,India,operating,5600.0,exact
L100000102165,coal_power,Marwa power station,22.070801,82.602189,India,operating,1000.0,exact
L100000102166,coal_power,Moser Baer Captive Power Project,21.993352,82.615414,India,cancelled,150.0,approximate
L100000102167,coal_power,Raigarh Ind Power power station,21.871813,83.4973385,India,operating,65.0,exact
L100000102168,coal_power,Raigarh Jindal power station,21.924951,83.345444,India,operating,240.0,exact
L100000102169,coal_power,Raigarh TRN Power Project,21.906738,83.128556,India,operating,600.0,exact
L100000102170,coal_power,Raigarh Project (Jindal),21.898611,83.464722,India,cancelled,1320.0,approximate
L100000102171,coal_power,Raigarh project (VISA Power),21.919374,83.279114,India,cancelled,1200.0,exact
L100000102172,coal_power,JSW Ispat Raigarh power station,21.987781,83.231306,India,operating,224.0,exact
L100000102173,coal_power,Raikheda power station,21.449918,81.852474,India,operating,4570.0,exact
L100000102174,coal_power,Raipur Jain power station,21.311968,81.6131832,India,operating,45.0,exact
L100000102175,coal_power,Raipur Neco power station,21.3437612,81.672524,India,operating,55.0,exact
L100000102176,coal_power,Raipur Sponge Iron power station,21.987781,83.231306,India,operating,37.5,exact
L100000102177,coal_power,Ratija Power Project,22.339994,82.492776,India,operating,100.0,exact
L100000102178,coal_power,Rawan Cement power station,24.764914,74.609613,India,operating,30.0,exact
L100000102179,coal_power,Salora power station,22.489952,82.606239,India,operating,1860.0,exact
L100000102180,coal_power,Sapnai power station,21.865163,83.531256,India,cancelled,1260.0,approximate
L100000102181,coal_power,Sapos power station (BEC Power),21.753253,83.16892,India,cancelled,500.0,approximate
L100000102182,coal_power,Sapos power station (Suryachakra),21.756311,83.167477,India,cancelled,1320.0,approximate
L100000102183,coal_power,Siltara SKS power station,21.391385,81.646357,India,operating,30.0,exact
L100000102184,coal_power,Siltara Works power station,21.3732303,81.6844096,India,operating,30.0,exact
L100000102185,coal_power,Sipat power station,22.131662,82.29035,India,operating,3780.0,exact
L100000102186,coal_power,Surguja power station,23.12,83.2,India,cancelled,600.0,approximate
L100000102187,coal_power,Surguja Ultra Mega Power Project,23.453168,83.417587,India,cancelled,4000.0,approximate
L100000102188,coal_power,SVPL power station,22.292,82.5254,India,operating,363.0,exact
L100000102189,coal_power,Tamnar power station,22.098747,83.451312,India,operating,3400.0,exact
L100000102190,coal_power,Uchpinda power station,21.8864,83.12081,India,operating,1440.0,exact
L100000102191,coal_power,Badarpur power station,28.505394,77.307406,India,retired,705.0,exact
L100000102192,coal_power,Rajghat power station,28.635832,77.254184,India,retired,135.0,exact
L100000102193,coal_power,Akrimota Power Project,23.7724998,68.6455556,India,operating,500.0,exact
L100000102194,coal_power,Ambujanagar Cement Plant power station,20.835455,70.69554,India,operating,90.0,exact
L100000102195,coal_power,Amreli power station,21.602871,71.21817,India,cancelled,1320.0,approximate
L100000102196,coal_power,Bhadreshwar Thermal Power Project (Adani),22.909409,69.899944,India,cancelled,3300.0,approximate
L100000102197,coal_power,Bhadreshwar power station (OPG),22.896182,69.896263,India,operating,300.0,exact
L100000102198,coal_power,Bhatvadia power station,22.467,70.067,India,cancelled,3960.0,exact
L100000102199,coal_power,Bhavnagar power station,21.583152,72.222179,India,operating,500.0,exact
L100000102200,coal_power,Bherai power station,20.971759,71.482995,India,cancelled,1320.0,approximate
L100000102202,coal_power,Birla Jamnagar power station,22.57809,70.277363,India,cancelled,1320.0,approximate
L100000102203,coal_power,Dahej Thermal Power Project,21.697468,72.592506,India,cancelled,3200.0,approximate
L100000102204,coal_power,Dholera Power Plant,22.248,72.195,India,cancelled,1600.0,approximate
L100000102206,coal_power,Dhuvaran Super Thermal Power Project,22.233007,72.757241,India,cancelled,1600.0,exact
L100000102207,coal_power,Gandhinagar Thermal Power Station,23.249722,72.673889,India,operating,1670.0,exact
L100000102209,coal_power,Gujarat Power Project,21.573757,73.168617,India,cancelled,500.0,approximate
L100000102210,coal_power,Hazira power station (Essar),21.119078,72.640545,India,operating,270.0,exact
L100000102211,coal_power,Jafrabad power station,20.8667,71.3667,India,cancelled,1320.0,approximate
L100000102212,coal_power,Kaj/Nanavada power station,20.75,70.8167,India,cancelled,1320.0,approximate
L100000102213,coal_power,Kutch GSECL power station,23.663934,68.784128,India,operating,290.0,exact
L100000102214,coal_power,Kutch Welspun power station,23.1175,70.0822,India,operating,123.0,exact
L100000102215,coal_power,Lunsapur power station,20.8667,71.3667,India,cancelled,1320.0,approximate
L100000102216,coal_power,Mota Layja power station,22.86,69.39,India,cancelled,3960.0,approximate
L100000102217,coal_power,Mundra Thermal Power Project (Adani),22.8235596,69.5511094,India,operating,7620.0,exact
L100000102218,coal_power,Nana Madha power station,22.2,69.65,India,cancelled,600.0,approximate
L100000102219,coal_power,Okha power station,22.464918,69.0702,India,cancelled,2560.0,approximate
L100000102220,coal_power,Paguthan power station,21.78,72.979,India,cancelled,2000.0,exact
L100000102221,coal_power,Pipavav power station,21.05,71.43,India,cancelled,2520.0,approximate
L100000102222,coal_power,Pipavav Videocon power station,21.05,71.43,India,cancelled,1200.0,approximate
L100000102223,coal_power,Sabarmati power station,23.070555,72.593889,India,operating,422.0,exact
L100000102224,coal_power,Salaya power plant,22.3049,69.7101,India,operating,4720.0,exact
L100000102225,coal_power,Sikka Thermal Power Station,22.420828,69.8276,India,operating,1540.0,exact
L100000102226,coal_power,Simar power station,21.012822,70.272828,India,cancelled,1600.0,approximate
L100000102227,coal_power,Sinor power station,22.0,73.3,India,cancelled,1600.0,approximate
L100000102228,coal_power,Surat Lignite Power Plant,21.397304,73.106993,India,operating,1100.0,exact
L100000102229,coal_power,Suryachakra captive power plant,23.216667,72.683333,India,cancelled,200.0,approximate
L100000102230,coal_power,Tata Mundra Ultra Mega Power Project,22.8158,69.5281,India,operating,5660.0,exact
L100000102231,coal_power,Ukai Thermal Power Station,21.2093,73.5574,India,operating,2950.0,exact
L100000102232,coal_power,Vilayat Caustic power station,21.7777531,72.9024971,India,operating,90.0,exact
L100000102233,coal_power,Wanakbori Thermal Power Station,22.8725375,73.3588028,India,operating,2270.0,exact
L100000102234,coal_power,Deenbandhu Chhotu Ram Thermal Power Plant,30.1075175,77.3267646,India,operating,1400.0,exact
L100000102236,coal_power,Faridabad power station,28.374443,77.305482,India,retired,165.0,exact
L100000102237,coal_power,Indira Gandhi Super Thermal Power Project,28.485091,76.37316,India,operating,2820.0,exact
L100000102238,coal_power,Mahatma Gandhi power station,28.488143,76.352534,India,operating,2920.0,exact
L100000102239,coal_power,Panipat power station,29.3975059,76.8763161,India,operating,3760.0,exact
L100000102240,coal_power,Rajiv Gandhi Thermal Power Project,29.34698,75.857538,India,operating,2000.0,exact
L100000102243,coal_power,Adani Godda power station,24.814107,87.135465,India,operating,1600.0,exact
L100000102245,coal_power,Baranda power station,23.192189,85.708852,India,cancelled,900.0,approximate
L100000102246,coal_power,Bhawnathpur power station,24.17,83.81,India,cancelled,1320.0,approximate
L100000102247,coal_power,Bhusar power station,23.73,84.47,India,cancelled,660.0,approximate
L100000102248,coal_power,Bokaro Thermal Power Station,23.782944,85.883391,India,operating,1130.0,exact
L100000102250,coal_power,Bokaro Steel City Thermal Power Station,23.685875,86.092944,India,operating,326.0,exact
L100000102251,coal_power,Chandil Singh power station,22.48,86.72,India,cancelled,1320.0,approximate
L100000102252,coal_power,Chandrapura power station,23.7412565,86.1202088,India,operating,2490.0,exact
L100000102253,coal_power,Chandwa Power Project,23.739508,84.781859,India,cancelled,2415.0,exact
L100000102254,coal_power,Chapariya power station,24.49,86.7,India,cancelled,1320.0,approximate
L100000102255,coal_power,Chichro Patsimal power station,23.691349,85.272247,India,cancelled,2000.0,approximate
L100000102256,coal_power,Danbhum power station,23.78,86.72,India,cancelled,1320.0,approximate
L100000102257,coal_power,Deoghar Ultra Mega Power Project,24.36,86.597778,India,cancelled,4000.0,exact
L100000102258,coal_power,Dumka power station (CESC),24.263371,87.246407,India,cancelled,1260.0,approximate
L100000102259,coal_power,Dumka power station (Gagan),24.2667,87.25,India,cancelled,1600.0,approximate
L100000102260,coal_power,Dumka power station (Jindal),24.263371,87.246407,India,cancelled,2640.0,approximate
L100000102262,coal_power,Godda Project,24.82786,87.213676,India,cancelled,1320.0,approximate
L100000102263,coal_power,Gola power station,23.48362,85.657485,India,operating,126.0,exact
L100000102264,coal_power,Ichagarh power station,23.018671,85.94376,India,cancelled,1980.0,approximate
L100000102265,coal_power,Jamshedpur Works power station,22.787368,86.200088,India,operating,90.0,exact
L100000102267,coal_power,Jindal Patratu captive power station,23.691349,85.272247,India,cancelled,1320.0,approximate
L100000102268,coal_power,Jojobera Power Plant,22.7554,86.2491,India,operating,547.5,exact
L100000102269,coal_power,Kamdara power station (Jindal),22.919791,84.951289,India,cancelled,2640.0,approximate
L100000102270,coal_power,Kamdara power station,22.919791,84.951289,India,cancelled,1320.0,approximate
L100000102272,coal_power,Koderma Thermal Power Station,24.391534,85.561899,India,operating,2600.0,exact
L100000102273,coal_power,KVK Jharkhand project,22.935627,85.09262,India,cancelled,1000.0,approximate
L100000102274,coal_power,Latehar power station,23.73,84.47,India,cancelled,1000.0,approximate
L100000102275,coal_power,Mahadev Prasad Super Thermal Power Plant,22.836504,86.061294,India,operating,1080.0,exact
L100000102276,coal_power,Maithon Right Bank Thermal Power Station,23.8209,86.76,India,operating,2370.0,exact
L100000102277,coal_power,Malaxmi Mega Thermal Power Project (Thakurbari),22.640313,86.429787,India,cancelled,2640.0,approximate
L100000102278,coal_power,North Karanpura power station,23.850772,85.012411,India,operating,1980.0,exact
L100000102279,coal_power,Palamau Plant power station,24.22902,83.885832,India,operating,60.0,exact
L100000102280,coal_power,Patratu Energy power station,23.625,85.273611,India,cancelled,1320.0,exact
L100000102281,coal_power,Patratu JSEB power station,23.64,85.2931,India,operating,4840.0,exact
L100000102282,coal_power,Patratu power station (Jinbhuvish Energy),23.634931,85.303314,India,cancelled,1320.0,approximate
L100000102283,coal_power,Rahem power station,23.852941,85.031141,India,cancelled,1000.0,approximate
L100000102284,coal_power,Sahibganj power station,24.858152,87.774208,India,cancelled,1320.0,approximate
L100000102285,coal_power,Seraikela power station,23.018671,85.94376,India,cancelled,210.0,approximate
L100000102286,coal_power,Tasra Coking power station,23.78,86.72,India,cancelled,300.0,approximate
L100000102287,coal_power,Tenughat power station,23.7276632,85.7652325,India,operating,1740.0,exact
L100000102288,coal_power,Tilaiya Ultra Mega Power Project,24.316667,85.6,India,cancelled,3960.0,exact
L100000102289,coal_power,Tiruldih Power Project,23.141111,85.957778,India,cancelled,1980.0,exact
L100000102290,coal_power,Tori power plant,23.7073307,84.7738552,India,cancelled,1800.0,exact
L100000102291,coal_power,Visa Power Jharkhand project,22.74199,85.872574,India,cancelled,2640.0,approximate
L100000102292,coal_power,Welspun Energy Parbahal Thermal Power Plant,23.453168,86.3134,India,cancelled,1980.0,approximate
L100000102293,coal_power,Bellary Thermal Power Station,15.1931738,76.7195034,India,operating,1700.0,exact
L100000102294,coal_power,Chamalapura power station,12.19,76.45,India,cancelled,1000.0,approximate
L100000102295,coal_power,Danapuram BMM power station,15.170332,76.379077,India,operating,235.0,exact
L100000102296,coal_power,Edlapura power station,16.353719,77.34265,India,cancelled,800.0,exact
L100000102297,coal_power,Ghataprabha power station,16.23,74.6,India,cancelled,1320.0,approximate
L100000102298,coal_power,Gowdasandra power station,13.43,77.72,India,cancelled,160.0,approximate
L100000102299,coal_power,Gulbarga power station,17.0854,76.79,India,cancelled,1320.0,approximate
L100000102300,coal_power,Hanakon Thermal Power Project,14.917915,74.174538,India,cancelled,450.0,approximate
L100000102301,coal_power,Hassan power station,12.9833,76.133,India,cancelled,1000.0,exact
L100000102302,coal_power,Jewargi power station,17.012141,76.7752,India,cancelled,1320.0,approximate
L100000102303,coal_power,JSW Vijayanagar Toranagallu power station,15.186771,76.6621387,India,operating,1520.0,exact
L100000102304,coal_power,Kadechur power station,16.51853,77.328408,India,cancelled,1320.0,approximate
L100000102305,coal_power,Karnataka Gupta power station,14.75,75.66,India,cancelled,1320.0,approximate
L100000102306,coal_power,Kudgi Super Thermal Power Project,16.499546,75.834632,India,operating,4000.0,exact
L100000102307,coal_power,Mulwad (Bijapur Luxor) power station,16.554453,75.729033,India,cancelled,1320.0,exact
L100000102308,coal_power,Niddodi Ultra Mega Power Project,13.042756,74.903208,India,cancelled,4000.0,approximate
L100000102309,coal_power,Raichur Thermal Power Station,16.3532,77.3422,India,operating,2720.0,exact
L100000102310,coal_power,Udupi Cement Plant,13.3389,74.7451,India,cancelled,100.0,approximate
L100000102311,coal_power,Udupi power station,13.1596,74.8002,India,operating,2800.0,exact
L100000102312,coal_power,Vadlur power station,16.3015842,77.3615384,India,operating,455.0,exact
L100000102313,coal_power,Vantamuri power station,16.23,74.6,India,cancelled,1050.0,approximate
L100000102314,coal_power,Vijaynagar (KPCL) power station,15.325,76.465,India,cancelled,1000.0,approximate
L100000102315,coal_power,Yermarus power station,16.295261,77.35612,India,operating,1600.0,exact
L100000102316,coal_power,Kasargod power station,12.242538,75.233321,India,cancelled,1320.0,approximate
L100000102317,coal_power,Anuppur power station (Newzone),23.152987,81.832352,India,cancelled,1320.0,approximate
L100000102318,coal_power,Anuppur Thermal Power Project (MB Power),23.073731,81.784286,India,operating,4180.0,exact
L100000102319,coal_power,Banas Thermal Power project (Anuppur),23.102944,81.698098,India,cancelled,1320.0,approximate
L100000102320,coal_power,Bansagar power station,24.023398,81.374295,India,cancelled,1600.0,approximate
L100000102321,coal_power,Barethi Super Thermal Power Project,24.783333,79.9,India,cancelled,2640.0,exact
L100000102323,coal_power,Bijor power station,25.3694957,78.7987451,India,cancelled,1980.0,approximate
L100000102324,coal_power,Bina Thermal Power Project,24.317222,78.133564,India,operating,1200.0,exact
L100000102325,coal_power,Chadhana power station,24.53,81.29,India,cancelled,660.0,approximate
L100000102326,coal_power,Chhindwara JSW power station,22.059551,78.938627,India,cancelled,1320.0,approximate
L100000102327,coal_power,Chitrangi Power Project,24.364797,82.6469,India,cancelled,3960.0,exact
L100000102328,coal_power,Dabaura power station,25.115556,81.303889,India,cancelled,3960.0,approximate
L100000102329,coal_power,Dada Dhuniwale Thermal Power Project,21.825011,76.346383,India,cancelled,1600.0,approximate
L100000102330,coal_power,Devaldi power station,21.83,76.34,India,cancelled,1000.0,approximate
L100000102331,coal_power,Gadarwara power station (BLA),22.958166,78.732893,India,operating,180.0,exact
L100000102332,coal_power,Gadarwara Super Thermal Power Project,22.861752,78.866129,India,operating,3200.0,exact
L100000102333,coal_power,Garadiatola power station,23.525881,80.840683,India,cancelled,1320.0,approximate
L100000102334,coal_power,Ghuman power station (Prosperous Energy),24.963897,81.490368,India,cancelled,1200.0,approximate
L100000102335,coal_power,Ghuman/Tilaun power station (Reliable Thermal),24.963897,81.490368,India,cancelled,1320.0,approximate
L100000102336,coal_power,Gorgi power station,24.116667,81.933333,India,cancelled,1320.0,exact
L100000102337,coal_power,Jawa power station,24.963897,81.490368,India,cancelled,1320.0,approximate
L100000102338,coal_power,Jaypee Nigrie Super Thermal Power Project,24.14997,81.904525,India,operating,1320.0,exact
L100000102339,coal_power,Jhabua (Chetak) power station,22.769455,74.592483,India,cancelled,1320.0,approximate
L100000102340,coal_power,NTPC Seoni power station,22.735479,79.912341,India,operating,1400.0,exact
L100000102342,coal_power,Katni power station,23.834659,80.395517,India,cancelled,3200.0,approximate
L100000102343,coal_power,Khandwa power station (Dwarkesh Energy),22.008889,76.766667,India,cancelled,1320.0,exact
L100000102344,coal_power,Khandwa power station (Era Infra),21.999656,76.18417,India,cancelled,1320.0,approximate
L100000102345,coal_power,Khargone power station,22.065169,75.851943,India,operating,1320.0,exact
L100000102346,coal_power,Madhya Pradesh Jain Energy power station,23.282508,81.588249,India,cancelled,1320.0,approximate
L100000102347,coal_power,Mahan Aluminium power station,24.220902,82.437197,India,operating,900.0,exact
L100000102348,coal_power,Mahan Super Thermal Power Project,24.008674,82.41703,India,operating,5000.0,exact
L100000102349,coal_power,Maharjapur power station,25.093683,79.803314,India,cancelled,1320.0,approximate
L100000102351,coal_power,Mandsaur power station,24.075305,75.068178,India,cancelled,1320.0,approximate
L100000102352,coal_power,Mohgaon power station,22.43,80.12,India,cancelled,1000.0,approximate
L100000102353,coal_power,MP Amarkantak power station,23.162146,81.632816,India,operating,1140.0,exact
L100000102356,coal_power,Parasi power station,23.133347,81.889353,India,cancelled,1320.0,approximate
L100000102357,coal_power,Pench Thermal Power Project,22.147958,79.134455,India,cancelled,1320.0,exact
L100000102358,coal_power,Rewa power station,21.83,76.33,India,cancelled,1320.0,approximate
L100000102359,coal_power,Sanjay Gandhi power station,23.305744,81.064817,India,operating,1340.0,exact
L100000102360,coal_power,Sasan Ultra Mega Power Project,23.9775233,82.6264733,India,operating,5940.0,exact
L100000102361,coal_power,Satpura Thermal Power Station,22.108133,78.177072,India,operating,2302.5,exact
L100000102362,coal_power,Seoni power station,22.09,79.55,India,cancelled,1320.0,approximate
L100000102363,coal_power,Shahdol power station,23.275,81.483611,India,cancelled,1320.0,exact
L100000102364,coal_power,Shahdol power station (Pagaria),23.3,81.35,India,cancelled,540.0,approximate
L100000102365,coal_power,Shahpura power station,23.138821,79.667655,India,cancelled,1500.0,approximate
L100000102366,coal_power,Shree Singaji Thermal Power Project,22.09914,76.531727,India,operating,2520.0,exact
L100000102367,coal_power,Sidhi Cement Plant power station,24.326294,81.332817,India,operating,155.0,exact
L100000102368,coal_power,Sidhi Power Project,24.133333,81.866667,India,cancelled,1200.0,exact
L100000102369,coal_power,Suryachakra Thermal (Madhya Pradesh),24.4167,81.8833,India,cancelled,1320.0,approximate
L100000102371,coal_power,Vindhyachal power station,24.0983,82.6719,India,operating,4760.0,exact
L100000102372,coal_power,Welspun Amla power station,21.9233,78.129158,India,cancelled,1320.0,approximate
L100000102373,coal_power,Adani Anuppur Thermal Power Plant,23.206979,81.979321,India,construction,3200.0,approximate
L100000102374,coal_power,Welspun Mega Industrial & Energy Park,24.505894,81.496468,India,cancelled,5280.0,approximate
L100000102375,coal_power,Amravati Thermal Power Project,21.080316,77.901242,India,operating,4020.0,exact
L100000102376,coal_power,ASTARC power station,20.863784,79.273739,India,cancelled,1320.0,approximate
L100000102377,coal_power,Ballarpur Bilt Power power station,19.860468,79.339438,India,operating,40.0,exact
L100000102378,coal_power,Bela power station (Mantri Power),20.806389,79.051944,India,cancelled,540.0,approximate
L100000102379,coal_power,Bela power station,20.80915,79.054892,India,operating,890.0,exact
L100000102380,coal_power,Bhadravati power station (Ispat),20.110047,79.121003,India,cancelled,2000.0,approximate
L100000102381,coal_power,Bhadravati power station (MIDC),20.110047,79.121003,India,cancelled,1320.0,approximate
L100000102382,coal_power,Bhandara power station,21.271844,79.688234,India,cancelled,2640.0,approximate
L100000102383,coal_power,Bhandewadi power station,20.009935,79.195774,India,cancelled,500.0,approximate
L100000102384,coal_power,Bhigwan Mill power station,18.242234,74.752554,India,operating,60.0,exact
L100000102385,coal_power,Bhusawal Thermal Power Station,21.04798,75.85502,India,operating,2135.0,exact
L100000102386,coal_power,Bijora power station,19.707122,77.737584,India,cancelled,1260.0,approximate
L100000102387,coal_power,Butibori Power Project,20.928591,78.933281,India,operating,900.0,exact
L100000102388,coal_power,Chandrapur Thermal Power Station,20.0063,79.29,India,operating,3340.0,exact
L100000102389,coal_power,Chandrapur Works power station,20.3693717,78.8828903,India,operating,40.0,exact
L100000102390,coal_power,Coastal Maharashtra Project,18.75,72.9583,India,cancelled,2400.0,exact
L100000102391,coal_power,Dahanu power station,19.9545,72.7478,India,operating,1700.0,exact
L100000102392,coal_power,Devgad UMPP,16.3735,73.3778,India,cancelled,4000.0,approximate
L100000102393,coal_power,Dhakore power station,15.766642,73.70004,India,cancelled,1050.0,approximate
L100000102394,coal_power,Dhariwal power station,20.010588,79.203433,India,operating,600.0,exact
L100000102395,coal_power,Dhopave coal plant (NTPC),17.55829,73.192694,India,cancelled,1600.0,approximate
L100000102396,coal_power,Dhopave Thermal Power Station (Mahagenco),17.55829,73.192694,India,cancelled,2780.0,approximate
L100000102397,coal_power,Dolvi captive power station,18.530398,72.92038,India,cancelled,660.0,approximate
L100000102398,coal_power,Dondaicha Thermal Power Station,21.274722,74.606944,India,cancelled,3300.0,approximate
L100000102399,coal_power,Ellora Paper Mills Gondia power station,21.461389,80.191389,India,cancelled,2640.0,approximate
